bathrooms,bedrooms,has_photo,price,square_feet,latitude,longitude,pets_cats,pets_dogs,pets_none,amenities_count,age_in_days,post_hour,post_day_of_week
1.0,1,1,862,661,32.3475,-97.3863,1,1,0,4,99,3,2
1.0,1,1,655,661,38.6274,-90.304,1,1,0,11,0,11,3
1.0,3,1,2996,662,40.722,-74.0644,1,1,0,2,99,4,2
1.0,1,1,2750,662,34.1056,-118.3668,1,1,0,12,99,21,1
1.0,1,1,981,662,30.3054,-97.7497,0,0,1,3,0,11,3
1.0,1,1,855,662,29.4624,-98.5253,0,0,1,1,0,11,3
1.0,1,1,845,662,35.471,-97.5299,1,1,0,9,0,11,3
1.0,1,1,835,662,40.4261,-79.7631,1,1,0,1,99,4,2
1.0,1,1,816,662,30.4415,-91.1012,1,1,0,7,0,11,3
1.0,1,1,1590,663,30.3054,-97.7497,1,1,0,6,0,11,3
1.0,1,1,1528,663,47.5632,-122.2265,0,0,1,5,99,3,2
1.0,1,1,1475,663,40.4993,-74.5214,1,1,0,7,0,11,3
1.0,2,1,1355,663,37.53,-77.477,1,1,0,7,0,11,3
1.0,1,1,1290,663,32.8212,-96.7853,1,1,0,9,0,11,3
1.0,2,1,1156,663,32.9631,-96.7212,1,1,0,0,0,11,3
1.0,1,1,1117,663,35.7488,-78.6369,0,0,1,4,99,1,2
1.0,1,1,1045,663,47.1649,-122.5322,1,1,0,0,0,11,3
1.0,1,1,896,663,29.7714,-95.4343,1,1,0,2,8,10,2
1.0,1,1,877,663,32.8525,-97.1399,0,0,1,6,99,3,2
1.0,1,1,754,663,39.2129,-85.9099,1,1,0,0,0,11,3
1.0,1,0,2000,664,33.7606,-118.0806,0,0,1,3,99,2,2
1.0,3,1,1585,664,39.9624,-75.1377,0,0,1,0,0,11,3
1.0,2,1,1385,664,43.0531,-87.9659,1,1,0,9,0,11,3
1.0,1,1,1275,664,30.3054,-97.7497,0,0,1,3,0,11,3
1.0,1,1,1180,664,41.665,-86.1592,1,1,0,7,0,11,3
1.0,1,1,1079,664,30.5118,-97.6873,0,0,1,1,0,11,3
1.0,1,1,1056,664,39.1627,-76.6354,1,1,0,3,99,3,2
1.0,1,1,1056,664,39.1627,-76.6354,1,1,0,6,99,3,2
1.0,1,1,950,664,30.3054,-97.7497,0,0,1,0,0,11,3
1.0,1,1,927,664,32.8281,-97.145,0,0,1,5,99,3,2
1.0,1,1,895,664,33.5178,-112.0848,1,1,0,3,0,11,3
1.0,1,1,817,664,32.8281,-97.145,1,1,0,8,99,3,2
1.0,1,1,775,664,29.4624,-98.5253,1,1,0,0,0,11,3
1.0,1,1,671,664,41.2376,-85.8527,1,1,0,5,0,11,3
1.0,1,1,475,664,33.0769,-83.3032,0,0,1,6,5,21,4
1.0,1,1,2016,665,37.6812,-121.7519,1,1,0,6,0,11,3
1.0,1,1,1935,665,34.1236,-118.2878,0,0,1,6,99,20,1
1.0,1,1,1865,665,34.1236,-118.2878,0,0,1,6,99,20,1
1.0,1,0,1588,665,47.8495,-122.2825,0,0,1,2,99,3,2
1.0,1,1,1115,665,30.3054,-97.7497,0,0,1,3,0,11,3
1.0,1,1,1090,665,30.6505,-97.6809,0,0,1,3,0,11,3
1.0,1,1,985,665,30.5118,-97.6873,0,0,1,3,0,11,3
1.0,1,1,965,665,35.524,-81.5988,1,1,0,13,99,4,2
1.0,1,1,869,665,30.7084,-96.347,1,1,0,8,0,11,3
1.0,1,1,849,665,33.1993,-97.1268,1,1,0,0,12,11,5
1.0,1,1,811,665,38.0269,-84.4223,1,1,0,6,0,11,3
1.0,1,1,790,665,42.0259,-93.6516,0,0,1,0,12,11,5
1.0,1,1,751,665,35.471,-97.5299,1,1,0,5,0,11,3
1.0,1,1,699,665,40.1145,-88.2723,0,0,1,6,0,11,3
1.0,1,1,625,665,34.508,-82.6913,1,1,0,0,0,11,3
1.0,1,1,605,665,43.7815,-88.4411,1,1,0,6,0,11,3
1.0,1,1,600,665,40.1145,-88.2723,0,0,1,6,0,11,3
1.0,1,1,1998,666,30.3054,-97.7497,0,0,1,0,0,11,3
1.0,1,0,984,666,32.8255,-97.1039,1,1,0,2,99,4,2
1.0,1,0,883,666,32.8255,-97.1039,0,0,1,2,99,4,2
1.0,1,1,575,666,29.7714,-95.4343,1,1,0,7,0,11,3
1.0,1,1,3444,667,37.7599,-122.4379,0,0,1,0,0,11,3
1.0,1,1,3087,667,37.7599,-122.4379,0,0,1,3,0,11,3
1.0,1,1,2165,667,34.1087,-118.2606,1,1,0,16,99,21,1
1.0,1,1,1629,667,42.125,-87.844,1,1,0,4,26,11,5
1.0,1,1,1425,667,47.6124,-122.1427,0,0,1,2,99,0,2
1.0,1,1,1295,667,40.1145,-88.2723,0,0,1,3,0,11,3
1.0,1,1,1170,667,29.5521,-95.307,1,1,0,10,0,11,3
1.0,1,1,1049,667,28.0076,-82.4792,1,1,0,6,0,11,3
1.0,1,1,919,667,34.0163,-84.6233,1,1,0,2,0,11,3
1.0,1,1,915,667,36.193,-115.2946,0,0,1,0,99,18,1
1.0,1,1,895,667,36.1554,-115.1733,1,1,0,7,0,11,3
1.0,1,1,835,667,29.4624,-98.5253,0,0,1,2,0,11,3
1.0,2,1,2624,668,42.328,-71.071,0,0,1,8,99,19,1
1.0,1,1,2300,668,37.7904,-122.2151,0,0,1,0,0,11,3
1.0,1,1,1415,668,30.3054,-97.7497,0,0,1,8,0,11,3
1.0,1,1,1285,668,31.8666,-102.3901,1,1,0,1,0,11,3
1.0,1,1,1260,668,47.3071,-122.3404,1,1,0,2,0,11,3
1.0,1,1,1260,668,30.3054,-97.7497,1,1,0,6,0,11,3
1.0,1,1,1125,668,30.3054,-97.7497,0,0,1,3,0,11,3
1.0,1,1,1125,668,36.7434,-76.2257,0,0,1,2,99,19,1
1.0,1,1,1069,668,35.0657,-78.9436,1,1,0,7,0,11,3
1.0,1,1,999,668,40.4969,-86.9659,0,0,1,7,0,11,3
1.0,1,1,969,668,33.1993,-97.1268,1,1,0,4,0,11,3
1.0,1,1,925,668,29.4624,-98.5253,0,0,1,1,0,11,3
1.0,1,1,695,668,33.56,-101.8904,1,1,0,0,3,12,6
1.0,1,1,640,668,30.4266,-89.1051,1,1,0,7,0,11,3
1.0,1,1,615,668,41.5781,-83.6642,1,1,0,7,99,18,1
1.0,1,1,1295,669,45.2764,-92.9901,1,1,0,7,0,11,3
1.0,1,1,1260,669,47.5161,-122.6318,1,1,0,13,0,11,3
1.0,1,1,1230,669,40.7061,-111.9048,1,1,0,12,0,11,3
1.0,1,1,1100,669,39.0744,-94.5521,1,1,0,6,0,11,3
1.0,2,1,1026,669,35.9907,-78.9074,1,1,0,6,8,10,2
1.0,1,1,875,669,41.2562,-96.0404,1,1,0,6,0,11,3
1.0,1,1,2280,670,42.328,-71.071,1,1,0,1,99,19,1
1.0,1,1,2250,670,47.5988,-122.1507,1,1,0,2,0,11,3
1.0,2,1,2140,670,34.0372,-118.2972,1,1,0,6,0,11,3
1.0,1,1,1650,670,40.8876,-74.0499,0,0,1,2,99,4,2
1.0,1,1,1500,670,39.7333,-104.914,0,0,1,2,99,19,1
1.0,1,1,1210,670,42.9833,-71.4574,1,1,0,7,99,1,2
1.0,1,1,1200,670,39.736,-104.9819,1,1,0,11,0,11,3
1.0,1,1,1135,670,29.4624,-98.5253,1,1,0,4,0,11,3
1.0,1,1,1100,670,42.4869,-92.3426,1,1,0,8,0,11,3
1.0,1,1,1095,670,30.3054,-97.7497,0,0,1,2,0,11,3
1.0,1,1,1095,670,30.3054,-97.7497,0,0,1,6,0,11,3
1.0,1,1,1089,670,29.7714,-95.4343,1,1,0,3,0,11,3
1.0,1,1,1000,670,38.6274,-90.304,1,1,0,0,3,12,6
1.0,1,1,925,670,41.2562,-96.0404,1,1,0,0,0,11,3
1.0,1,1,890,670,35.2016,-80.8124,0,0,1,8,0,11,3
1.0,1,1,870,670,35.9907,-78.9074,0,0,1,7,99,3,2
1.0,1,1,830,670,30.3054,-97.7497,0,0,1,3,0,11,3
1.0,1,1,829,670,30.0796,-95.617,1,1,0,5,0,11,3
1.0,1,1,775,670,39.0744,-94.5521,1,1,0,5,4,11,6
1.0,1,1,685,670,32.8212,-96.7853,1,1,0,6,0,11,3
1.0,1,1,615,670,41.2562,-96.0404,1,1,0,8,0,11,3
1.0,1,1,560,670,36.116,-95.9281,0,0,1,0,0,11,3
1.0,1,1,400,670,32.4645,-93.7879,0,0,1,3,0,11,3
1.0,1,1,2182,671,38.9016,-77.0508,0,0,1,0,0,20,2
1.0,1,1,2017,671,30.3054,-97.7497,1,1,0,6,0,11,3
1.0,2,1,1778,671,44.041,-123.1254,1,1,0,10,0,11,3
1.0,1,1,1606,671,38.9554,-77.386,1,1,0,5,0,11,3
1.0,1,1,1436,671,37.5922,-77.498,1,1,0,11,99,18,1
1.0,1,1,1330,671,39.9478,-74.9117,0,0,1,5,99,3,2
1.0,1,1,899,671,29.4624,-98.5253,0,0,1,1,0,11,3
1.0,1,1,899,671,29.4624,-98.5253,0,0,1,1,4,11,6
1.0,1,0,769,671,39.6379,-84.1686,0,0,1,4,99,2,2
1.0,1,1,2490,672,34.0998,-118.3265,1,1,0,2,99,20,1
1.0,1,1,2250,672,47.6483,-122.5296,1,1,0,12,0,11,3
1.0,1,1,1860,672,30.3054,-97.7497,1,1,0,0,0,11,3
1.0,2,1,1690,672,30.2573,-97.7391,0,0,1,3,0,11,3
1.0,1,1,1625,672,30.3054,-97.7497,0,0,1,2,0,11,3
1.0,1,1,1600,672,47.4696,-122.1655,1,1,0,7,0,11,3
1.0,1,1,1515,672,32.6197,-117.0226,1,1,0,7,4,11,6
1.0,1,1,1395,672,32.8212,-96.7853,1,1,0,0,0,11,3
1.0,2,1,1265,672,33.5178,-112.0848,1,1,0,2,0,11,3
1.0,1,1,1140,672,30.3054,-97.7497,0,0,1,3,0,11,3
1.0,1,1,1135,672,30.3054,-97.7497,0,0,1,7,0,11,3
1.0,1,1,1098,672,32.7407,-97.3394,1,1,0,6,0,11,3
1.0,1,1,1055,672,32.6548,-97.1587,0,0,1,4,99,2,2
1.0,1,1,1045,672,32.6548,-97.1587,0,0,1,2,99,2,2
1.0,1,1,965,672,30.3054,-97.7497,0,0,1,2,0,11,3
1.0,1,1,940,672,39.5197,-119.8342,1,1,0,8,0,11,3
1.0,1,1,905,672,32.6692,-96.8751,0,0,1,1,99,22,1
1.0,1,1,850,672,30.3054,-97.7497,1,1,0,3,0,11,3
1.0,1,1,847,672,35.9966,-78.8991,0,0,1,3,99,2,2
1.0,1,1,635,672,37.3961,-79.1892,1,1,0,4,4,11,6
1.0,1,1,450,672,41.6675,-83.5837,0,0,1,2,0,11,3
1.0,1,1,428,672,39.0744,-94.5521,0,0,1,6,0,11,3
1.0,1,1,2798,673,34.0998,-118.3265,0,0,1,3,99,20,1
1.0,1,1,2600,673,34.0372,-118.2972,1,1,0,0,0,11,3
1.0,1,1,1579,673,39.4228,-77.4164,1,1,0,2,0,11,3
1.0,0,1,1546,673,38.8571,-77.0609,1,1,0,0,0,20,2
1.0,1,1,1534,673,43.0531,-87.9659,1,1,0,8,0,11,3
1.0,1,1,1370,673,38.6274,-90.304,1,1,0,7,0,11,3
1.0,1,1,995,673,30.3949,-97.8279,0,0,1,3,0,11,3
1.0,1,1,985,673,30.5104,-97.9027,0,0,1,4,0,11,3
1.0,2,1,950,673,40.1171,-88.1889,0,0,1,7,0,11,3
1.0,1,1,862,673,39.2858,-84.522,0,0,1,7,99,1,2
1.0,1,1,720,673,44.0346,-92.468,0,0,1,7,0,11,3
1.0,1,1,700,673,32.3841,-93.6685,1,1,0,9,99,18,1
1.0,1,1,1655,674,28.0076,-82.4792,1,1,0,8,0,11,3
1.0,1,1,1618,674,47.8495,-122.2825,0,0,1,3,99,3,2
1.0,1,1,1451,674,30.3054,-97.7497,1,1,0,4,0,11,3
1.0,1,1,1300,674,40.7061,-111.9048,1,1,0,6,0,11,3
1.0,1,1,1175,674,38.8562,-104.772,1,1,0,2,0,11,3
1.0,1,1,1025,674,29.4624,-98.5253,0,0,1,1,0,11,3
1.0,1,1,892,674,35.8079,-78.6466,0,0,1,4,99,1,2
1.0,1,1,875,674,32.7566,-97.1358,0,0,1,2,99,2,2
1.0,2,1,850,674,47.6485,-117.2657,1,1,0,2,0,11,3
1.0,1,0,791,674,32.9954,-96.7849,1,1,0,7,99,0,2
1.0,1,1,3495,675,37.7599,-122.4379,1,1,0,2,0,11,3
1.0,1,1,3050,675,34.0372,-118.2972,1,1,0,0,0,11,3
1.0,1,1,1895,675,34.0372,-118.2972,1,1,0,0,4,12,6
1.0,1,1,1880,675,26.1343,-80.233,1,0,0,0,0,11,3
1.0,1,1,1875,675,47.616,-122.3275,1,1,0,4,0,11,3
1.0,1,1,1780,675,47.75,-122.24,1,1,0,3,0,11,3
1.0,1,1,1780,675,47.6869,-122.1896,1,1,0,0,99,2,2
1.0,2,1,1745,675,40.4261,-79.7631,0,0,1,1,99,4,2
1.0,1,1,1715,675,34.0156,-118.1107,0,0,1,5,99,2,2
1.0,1,1,1555,675,39.6828,-104.8078,1,1,0,0,0,11,3
1.0,1,1,1516,675,47.7179,-122.2059,1,1,0,4,99,2,2
1.0,1,1,1506,675,47.7179,-122.2059,0,0,1,4,99,2,2
1.0,1,1,1470,675,42.0454,-87.6964,1,1,0,4,0,11,3
1.0,1,1,1440,675,40.2967,-74.6137,0,0,1,4,99,4,2
1.0,1,1,1436,675,47.7179,-122.2059,0,0,1,4,99,3,2
1.0,1,1,1345,675,34.1334,-117.292,1,1,0,1,0,11,3
1.0,2,1,1295,675,48.0724,-122.1829,0,0,1,1,21,0,3
1.0,1,1,1275,675,38.6274,-90.304,1,1,0,0,0,11,3
1.0,1,1,1275,675,40.3346,-74.5794,0,0,1,4,99,4,2
1.0,1,1,1250,675,33.8077,-84.3753,1,1,0,2,0,11,3
1.0,1,1,1220,675,29.4624,-98.5253,1,1,0,4,0,11,3
1.0,1,1,1200,675,40.3346,-74.5794,0,0,1,0,99,4,2
1.0,1,1,1190,675,40.3346,-74.5794,0,0,1,1,99,4,2
1.0,1,0,1190,675,40.3346,-74.5794,0,0,1,0,99,4,2
1.0,1,1,1150,675,42.9497,-85.6417,1,1,0,5,4,11,6
1.0,1,1,1150,675,40.3346,-74.5794,0,0,1,4,99,4,2
1.0,1,1,1127,675,36.1036,-80.2159,0,0,1,2,99,18,1
1.0,2,1,1095,675,39.3633,-74.4397,0,0,1,3,99,4,2
1.0,1,1,979,675,36.8381,-76.152,0,0,1,4,99,20,1
1.0,1,1,962,675,43.0531,-87.9659,1,1,0,6,0,11,3
1.0,1,1,945,675,43.0724,-89.4003,1,0,0,5,19,13,4
1.0,1,1,932,675,29.7714,-95.4343,1,1,0,3,0,11,3
1.0,1,1,915,675,30.3054,-97.7497,0,0,1,0,0,11,3
1.0,2,1,875,675,40.5849,-105.1128,0,0,1,4,99,23,1
1.0,1,1,850,675,61.594,-149.4124,1,1,0,1,0,11,3
1.0,1,1,840,675,40.3613,-86.9005,1,1,0,4,0,11,3
1.0,2,1,800,675,39.9974,-82.9829,0,0,1,3,8,10,2
1.0,1,1,794,675,34.7264,-92.348,1,1,0,4,0,11,3
1.0,1,1,695,675,42.4869,-92.3426,1,1,0,0,0,11,3
1.0,2,1,695,675,41.6834,-93.7839,1,1,0,0,8,11,2
1.0,1,1,645,675,43.4182,-88.1681,0,0,1,0,0,11,3
1.0,2,1,640,675,37.9906,-87.5563,1,1,0,10,0,11,3
1.0,1,1,620,675,29.7714,-95.4343,1,1,0,8,4,11,6
1.0,2,1,595,675,48.2469,-101.3017,1,1,0,0,0,11,3
1.0,1,1,485,675,44.0977,-87.7097,1,1,0,5,0,11,3
1.0,1,1,1125,676,39.985,-83.0728,1,1,0,10,0,11,3
1.0,1,1,960,676,29.4624,-98.5253,0,0,1,1,0,11,3
1.0,1,1,950,676,30.5118,-97.6873,1,1,0,0,3,12,6
1.0,1,1,870,676,42.0259,-93.6516,1,0,0,0,0,11,3
1.0,2,1,855,676,41.2562,-96.0404,1,1,0,11,0,11,3
1.0,1,1,785,676,44.0763,-103.2121,1,0,0,7,0,11,3
1.0,1,1,785,676,39.6136,-84.1617,0,0,1,4,99,2,2
1.0,1,1,725,676,39.6379,-84.1686,0,0,1,4,99,2,2
1.0,1,1,2033,677,36.137,-86.783,0,0,1,0,0,11,3
1.0,1,1,1677,677,47.3866,-122.2109,0,0,1,2,99,2,2
1.0,1,1,1391,677,32.8212,-96.7853,1,1,0,0,0,11,3
1.0,1,1,1315,677,41.824,-71.4315,1,1,0,12,4,11,6
1.0,1,1,1215,677,47.3002,-122.2168,1,1,0,11,0,11,3
1.0,1,1,1027,677,30.3054,-97.7497,0,0,1,3,0,11,3
1.0,1,1,900,677,30.3054,-97.7497,1,1,0,3,0,11,3
1.0,1,1,800,677,36.1554,-115.1733,1,1,0,4,0,11,3
2.0,2,1,3795,678,37.7599,-122.4379,1,1,0,0,0,11,3
1.0,1,1,2200,678,42.4108,-71.0517,0,0,1,6,99,21,1
1.0,1,1,2089,678,32.7876,-117.1265,1,1,0,8,0,11,3
1.0,2,1,2075,678,41.8625,-87.6825,1,0,0,0,0,11,3
1.0,1,1,1789,678,32.8212,-96.7853,1,1,0,0,0,11,3
1.0,2,1,1750,678,45.5091,-122.6449,1,1,0,3,4,11,6
1.0,1,1,1665,678,32.8212,-96.7853,1,1,0,0,0,11,3
1.0,1,1,1468,678,35.774,-78.6328,1,1,0,8,99,0,2
1.0,1,1,1400,678,41.5964,-70.9532,1,1,0,6,0,11,3
1.0,1,1,1372,678,30.3054,-97.7497,1,1,0,2,0,11,3
1.0,1,1,1109,678,29.7714,-95.4343,1,1,0,7,0,11,3
1.0,1,1,1104,678,29.7714,-95.4343,1,1,0,3,0,11,3
1.0,1,1,1035,678,32.9455,-96.7962,0,0,1,3,99,0,2
1.0,1,1,1000,678,29.4624,-98.5253,0,0,1,1,4,11,6
1.0,1,1,890,678,32.8525,-97.1399,1,1,0,13,99,3,2
1.0,2,1,860,678,40.1171,-88.1889,0,0,1,2,0,11,3
1.0,1,1,815,678,36.0723,-79.8196,0,0,1,4,99,21,1
1.0,1,1,717,678,35.4975,-97.7329,1,1,0,0,0,11,3
1.0,1,1,1675,679,44.9855,-93.3023,1,1,0,10,0,11,3
1.0,1,1,1600,679,43.0724,-89.4003,1,1,0,9,4,11,6
1.0,1,1,1265,679,30.3054,-97.7497,0,0,1,3,0,11,3
1.0,1,1,1245,679,39.8668,-105.0055,0,0,1,3,99,22,1
1.0,1,1,1225,679,39.8668,-105.0055,0,0,1,3,99,22,1
1.0,1,1,1095,679,35.3753,-119.0319,0,0,1,0,0,11,3
1.0,1,1,3952,680,42.328,-71.071,0,0,1,3,0,11,3
1.0,1,1,2840,680,33.8321,-118.3786,1,1,0,2,99,0,2
1.0,1,1,2349,680,34.1474,-118.1391,1,1,0,6,99,4,2
1.0,1,1,1835,680,34.1236,-118.2878,0,0,1,6,99,20,1
1.0,1,1,1795,680,47.616,-122.3275,0,0,1,0,0,11,3
1.0,1,1,1424,680,38.8738,-77.1055,1,1,0,6,4,11,6
1.0,1,1,1325,680,47.8409,-122.3346,1,1,0,9,99,1,2
1.0,1,1,1310,680,47.8409,-122.3346,1,1,0,9,99,1,2
1.0,1,1,1227,680,47.8616,-122.2729,0,0,1,5,99,4,2
1.0,1,1,1186,680,47.8616,-122.2729,0,0,1,5,99,4,2
1.0,1,1,1179,680,39.736,-104.9819,1,1,0,0,12,11,5
1.0,1,1,1080,680,33.9996,-84.1572,1,1,0,1,0,11,3
1.0,1,1,1075,680,33.7848,-84.3922,1,1,0,5,0,11,3
1.0,1,1,1059,680,29.7398,-98.1021,1,1,0,5,0,11,3
1.0,1,1,1050,680,42.8022,-73.9287,1,1,0,0,3,12,6
1.0,1,1,1045,680,30.3054,-97.7497,0,0,1,0,0,11,3
1.0,1,1,1035,680,61.1723,-149.8414,1,1,0,1,0,11,3
1.0,1,1,1025,680,36.8379,-76.0939,1,1,0,5,99,19,1
1.0,1,1,1025,680,36.8379,-76.0939,0,0,1,5,99,19,1
1.0,1,1,985,680,32.8212,-96.7853,1,1,0,11,0,11,3
1.0,2,1,975,680,61.1723,-149.8414,1,1,0,2,0,11,3
1.0,1,1,975,680,36.1554,-115.1733,1,1,0,0,3,12,6
1.0,1,1,951,680,33.0653,-97.0251,1,1,0,4,0,11,3
1.0,3,1,950,680,36.0402,-86.6385,1,1,0,0,0,11,3
1.0,1,1,930,680,29.7398,-98.1021,0,0,1,1,4,11,6
1.0,1,1,913,680,29.4624,-98.5253,0,0,1,0,4,11,6
1.0,1,1,900,680,36.1554,-115.1733,1,1,0,11,0,11,3
1.0,1,1,890,680,29.4624,-98.5253,1,1,0,6,0,11,3
1.0,1,1,830,680,30.3235,-89.4709,1,1,0,6,0,11,3
1.0,2,1,800,680,41.6371,-81.417,1,1,0,4,99,19,1
1.0,1,1,795,680,44.924,-123.3283,0,0,1,0,13,21,3
1.0,1,1,785,680,35.2016,-80.8124,0,0,1,6,0,11,3
1.0,0,1,750,680,41.3426,-73.0732,0,0,1,0,99,4,2
1.0,1,1,720,680,30.2989,-81.6324,1,1,0,9,4,11,6
1.0,1,1,700,680,40.1065,-85.6788,1,1,0,6,0,11,3
1.0,1,1,680,680,39.7953,-86.1387,1,1,0,4,0,11,3
1.0,1,1,653,680,42.3149,-85.1757,1,1,0,9,0,11,3
1.0,1,1,650,680,40.7533,-86.0744,1,1,0,6,0,11,3
1.0,1,1,605,680,38.9401,-92.3167,1,1,0,10,0,11,3
1.0,1,1,575,680,36.5296,-82.7005,1,0,0,0,0,11,3
1.0,1,1,550,680,37.0173,-93.2039,1,1,0,11,0,11,3
1.0,1,1,1440,681,47.5968,-122.7026,1,1,0,0,0,11,3
1.0,1,1,1240,681,38.954,-76.8968,0,0,1,2,99,21,1
1.0,1,1,1175,681,38.954,-76.8968,0,0,1,2,99,21,1
1.0,1,1,1175,681,38.954,-76.8968,0,0,1,2,99,22,1
1.0,1,1,1005,681,30.3054,-97.7497,0,0,1,0,0,11,3
1.0,1,1,858,681,34.7264,-92.348,1,1,0,5,0,11,3
1.0,1,0,2329,682,40.722,-74.0644,0,0,1,2,99,3,2
1.0,1,1,1675,682,33.7166,-117.9446,0,0,1,0,0,11,3
1.0,1,1,1645,682,33.8813,-117.9263,0,0,1,0,4,11,6
1.0,1,1,1615,682,33.9299,-117.8849,0,0,1,0,0,11,3
1.0,1,1,1414,682,32.8004,-96.7887,0,0,1,1,99,18,1
1.0,1,1,1205,682,39.7436,-105.063,1,1,0,7,99,18,1
1.0,1,1,1190,682,29.7714,-95.4343,1,1,0,3,0,11,3
1.0,1,1,1180,682,30.3054,-97.7497,0,0,1,2,0,11,3
1.0,1,1,1165,682,28.7831,-81.2874,1,1,0,7,4,11,6
1.0,1,1,1075,682,41.7537,-88.1558,1,1,0,0,0,11,3
1.0,1,1,635,682,39.0375,-95.7052,0,0,1,0,0,11,3
1.0,1,1,415,682,40.5755,-79.7224,0,0,1,5,19,13,4
1.0,1,1,1450,683,38.6487,-77.3152,1,1,0,3,0,11,3
1.0,1,1,1180,683,30.3054,-97.7497,0,0,1,3,0,11,3
1.0,1,1,1130,683,38.8168,-76.9368,1,1,0,10,99,21,1
1.0,1,1,1100,683,38.9401,-92.3167,1,1,0,8,0,11,3
1.0,1,1,1015,683,30.3054,-97.7497,0,0,1,3,0,11,3
1.0,1,1,928,683,38.9259,-94.6916,1,1,0,0,0,11,3
1.0,1,1,785,683,41.4954,-90.3928,1,1,0,7,0,11,3
1.0,2,1,1450,684,41.8481,-72.4642,1,1,0,10,0,11,3
1.0,1,1,1299,684,39.0976,-76.8614,1,1,0,3,0,11,3
1.0,1,1,1240,684,30.3054,-97.7497,0,0,1,0,0,11,3
1.0,1,1,939,684,32.6548,-97.1587,0,0,1,6,99,2,2
1.0,2,1,2720,685,40.722,-74.0644,1,1,0,9,99,3,2
1.0,1,1,2465,685,34.0372,-118.2972,1,1,0,12,0,11,3
1.0,1,1,1987,685,38.5587,-121.432,1,1,0,1,0,11,3
1.0,1,1,1735,685,47.616,-122.3275,1,1,0,3,0,11,3
1.0,1,1,1695,685,39.9974,-82.9829,1,1,0,0,3,12,6
1.0,1,1,1650,685,34.1913,-118.4575,0,0,1,0,0,11,3
1.0,0,1,1489,685,29.7714,-95.4343,1,1,0,4,0,11,3
1.0,1,1,1399,685,47.9338,-122.2052,1,1,0,14,0,11,3
1.0,2,1,1395,685,39.736,-104.9819,1,1,0,10,0,11,3
1.0,1,1,1360,685,39.5816,-105.0387,1,1,0,11,4,11,6
1.0,1,1,1180,685,32.8212,-96.7853,1,1,0,2,0,11,3
1.0,2,1,1150,685,39.0744,-94.5521,1,1,0,4,4,11,6
1.0,1,1,1099,685,40.4969,-86.9659,0,0,1,10,0,11,3
1.0,1,1,1050,685,40.7061,-111.9048,1,1,0,0,0,11,3
1.0,1,0,1050,685,38.9148,-104.7713,0,0,1,7,99,2,2
1.0,1,1,1050,685,38.9148,-104.7713,0,0,1,7,99,2,2
1.0,1,1,998,685,29.4624,-98.5253,0,0,1,1,4,11,6
1.0,1,1,905,685,33.5571,-84.2167,1,1,0,3,0,11,3
1.0,1,1,895,685,44.0346,-92.468,1,1,0,8,0,11,3
1.0,1,1,850,685,46.882,-102.7862,1,1,0,4,0,11,3
1.0,1,1,775,685,41.2562,-96.0404,0,0,1,0,0,11,3
1.0,1,1,671,685,30.1213,-93.7711,1,1,0,10,0,11,3
1.0,1,1,1575,686,39.1649,-76.7156,1,1,0,0,0,20,2
1.0,1,1,1324,686,41.8625,-87.6825,1,1,0,2,0,11,3
1.0,2,1,1240,686,39.6847,-104.9263,1,1,0,4,99,19,1
1.0,1,1,1185,686,30.3054,-97.7497,0,0,1,3,0,11,3
1.0,1,1,1120,686,30.5118,-97.6873,0,0,1,3,0,11,3
1.0,1,1,1020,686,39.1627,-76.6354,1,1,0,8,99,3,2
1.0,1,1,805,686,29.7714,-95.4343,0,0,1,3,0,11,3
1.0,1,1,627,686,39.7953,-86.1387,1,1,0,7,0,11,3
1.0,1,1,1470,687,44.9405,-93.1027,1,1,0,5,0,11,3
1.0,1,1,1430,687,38.6487,-77.3152,1,1,0,5,0,11,3
1.0,1,1,1390,687,32.8212,-96.7853,1,1,0,0,0,11,3
1.0,1,1,1345,687,38.7999,-77.1072,1,1,0,4,0,11,3
1.0,1,1,1017,687,35.8455,-78.3386,1,1,0,12,99,1,2
1.0,1,1,1005,687,29.4624,-98.5253,0,0,1,1,4,11,6
1.0,1,1,949,687,40.7061,-111.9048,0,0,1,0,0,11,3
1.0,1,1,2420,688,34.0372,-118.2972,0,0,1,0,0,11,3
1.0,1,1,1345,688,32.8212,-96.7853,1,1,0,0,0,11,3
1.0,1,1,1319,688,38.9633,-76.9375,1,1,0,1,4,11,6
1.0,1,1,1196,688,32.9631,-96.7212,1,1,0,0,0,11,3
1.0,1,1,1179,688,39.0459,-104.8179,1,1,0,4,99,2,2
1.0,1,1,1179,688,39.0459,-104.8179,0,0,1,5,99,2,2
1.0,1,1,1095,688,41.8096,-72.5411,1,1,0,9,0,11,3
1.0,1,1,1050,688,30.3054,-97.7497,1,1,0,0,8,11,2
1.0,1,1,1020,688,40.3783,-80.1221,0,0,1,5,99,4,2
1.0,1,1,938,688,33.6194,-84.4886,1,1,0,10,0,11,3
1.0,1,1,930,688,36.1554,-115.1733,1,1,0,10,0,11,3
1.0,1,1,829,688,35.2418,-81.0401,1,1,0,0,3,12,6
1.0,1,1,2750,689,40.722,-74.0644,1,1,0,2,99,4,2
1.0,1,1,2450,689,42.3426,-71.1985,1,1,0,8,0,11,3
